INVNUM,Client_id,Inv_date,Inv_paid,Inv_Paid_date,Comments,Suppl1,Price,Quantity,PriceSuppl1,Suppl2,Price,Quantity,PriceSuppl2,Suppl3,Price,Quantity,PriceSuppl3,Suppl4,Price,Quantity,PriceSuppl4,Suppl5,Price,Quantity,PriceSuppl5,Suppl6,Price,Quantity,PriceSuppl6,Suppl7,Price,Quantity,PriceSuppl7,Total(Suppl)
INV01134,2907080814082,2018-03-11,Y,2018-03-21,,Supplement-157,286.50,1,286.50,Supplement-197,303.86,1,303.86,,,,,,,,,,,,,,,,,,,,, R 590.36 
INV0607,290611026087,2015-12-21,Y,2015-12-26,,Supplement-140,152.00,1,152.00,,,,,,,,,,,,,,,,,,,,,,,,, R 152.00 
INV01373,290611026087,2018-10-24,Y,2018-10-29,,Supplement-47,321.12,1,321.12,,,,,,,,,,,,,,,,,,,,,,,,, R 321.12 
INV01448,290611026087,2018-12-25,Y,2019-01-01,,Supplement-131,303.16,2,606.32,,,,,,,,,,,,,,,,,,,,,,,,, R 606.32 
INV0233,2906040747081,2015-01-22,Y,2015-01-27,,Supplement-55,115.88,3,347.64,Supplement-182,262.30,3,786.90,,,,,,,,,,,,,,,,,,,,," R 1,134.54 "
INV0851,2906040747081,2016-12-26,Y,2017-01-05,,Supplement-6,268.52,3,805.56,,,,,,,,,,,,,,,,,,,,,,,,, R 805.56 
INV0882,2906040747081,2017-02-12,Y,2017-02-15,,Supplement-133,269.14,3,807.42,,,,,,,,,,,,,,,,,,,,,,,,, R 807.42 
INV01115,2906040747081,2018-02-18,Y,2018-02-26,,Supplement-120,249.40,4,997.59,,,,,,,,,,,,,,,,,,,,,,,,, R 997.59 
INV01451,2906040747081,2018-12-26,Y,2019-01-01,,Supplement-18,184.78,2,369.56,,,,,,,,,,,,,,,,,,,,,,,,, R 369.56 
INV0260,2905080185087,2015-02-12,Y,2015-02-18,,Supplement-139,146.02,2,292.04,,,,,,,,,,,,,,,,,,,,,,,,, R 292.04 
INV0300,2905080185087,2015-04-02,Y,2015-04-08,,Supplement-63,114.10,4,456.40,,,,,,,,,,,,,,,,,,,,,,,,, R 456.40 
INV01491,2905080185087,2019-04-26,Y,2019-05-05,,Supplement-219,275.10,1,275.10,,,,,,,,,,,,,,,,,,,,,,,,, R 275.10 
INV0885,2902030264083,2017-02-22,Y,2017-02-25,,Supplement-200,267.12,2,534.24,Supplement-152,248.62,2,497.24,,,,,,,,,,,,,,,,,,,,," R 1,031.48 "
INV01092,2902030264083,2018-02-02,Y,2018-02-04,,Supplement-113,114.00,1,114.00,,,,,,,,,,,,,,,,,,,,,,,,, R 114.00 
INV01420,2902030264083,2018-11-26,Y,2018-11-28,,Supplement-78,268.00,3,804.00,,,,,,,,,,,,,,,,,,,,,,,,, R 804.00 
INV0539,2811240555087,2015-10-15,Y,2015-10-16,,Supplement-12,262.38,4,1049.52,,,,,,,,,,,,,,,,,,,,,,,,," R 1,049.52 "
INV01401,2811240555087,2018-11-13,Y,2018-11-17,,Supplement-2,252.04,1,252.04,,,,,,,,,,,,,,,,,,,,,,,,, R 252.04 
INV01573,2811240555087,2019-12-05,,,,Supplement-161,266.86,4,1067.44,Supplement-89,352.36,4,1409.44,Supplement-79,236.08,5,1180.40,,,,,,,,,,,,,,,,," R 3,657.28 "
INV0143,2811170937087,2014-06-05,Y,2014-06-11,,Supplement-206,241.60,2,483.20,,,,,,,,,,,,,,,,,,,,,,,,, R 483.20 
INV0447,2811170937087,2015-08-05,Y,2015-08-13,,Supplement-60,222.40,2,444.80,Supplement-23,563.26,3,1689.78,,,,,,,,,,,,,,,,,,,,," R 2,134.58 "
INV01353,2811170937087,2018-10-07,Y,2018-10-08,,Supplement-134,231.52,3,694.56,,,,,,,,,,,,,,,,,,,,,,,,, R 694.56 
INV01355,2811170937087,2018-10-08,Y,2018-10-10,,Supplement-152,278.26,2,556.52,Supplement-238,248.00,2,496.00,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,,,,,," R 1,558.68 "
INV0264,2809270394087,2015-02-19,Y,2015-02-22,,Supplement-157,234.06,1,234.06,Supplement-94,230.20,4,920.80,Supplement-231,311.40,5,1557.00,,,,,,,,,,,,,,,,," R 2,711.86 "
INV0429,2809270394087,2015-07-18,Y,2015-07-25,,Supplement-64,122.08,1,122.08,,,,,,,,,,,,,,,,,,,,,,,,, R 122.08 
INV01397,2809270394087,2018-11-11,Y,2018-11-18,,Supplement-237,205.20,2,410.40,Supplement-54,273.22,4,1092.88,,,,,,,,,,,,,,,,,,,,," R 1,503.28 "
INV0119,2809260609084,2014-04-06,Y,2014-04-13,,Supplement-,,,,,,,,,,,,,,,,,,,,,,,,,,,, R -   
INV01017,2809260609084,2017-10-13,Y,2017-10-21,,Supplement-33,262.12,2,524.24,,,,,,,,,,,,,,,,,,,,,,,,, R 524.24 
INV01238,2808250506083,2018-06-15,Y,2018-06-16,,Supplement-215,297.46,1,297.46,Supplement-118,207.58,5,1037.90,,,,,,,,,,,,,,,,,,,,," R 1,335.36 "
INV0671,2807090965085,2016-03-22,Y,2016-03-25,,Supplement-25,321.58,1,321.58,Supplement-100,108.21,4,432.84,,,,,,,,,,,,,,,,,,,,, R 754.42 
INV01300,2807090965085,2018-08-20,Y,2018-08-26,,Supplement-52,217.36,5,1086.81,Supplement-63,169.96,4,679.84,,,,,,,,,,,,,,,,,,,,," R 1,766.65 "
INV01304,2807090965085,2018-08-24,Y,2018-09-01,,Supplement-44,245.02,4,980.08,,,,,,,,,,,,,,,,,,,,,,,,, R 980.08 
INV0295,2805070756085,2015-03-22,Y,2015-03-24,,Supplement-8,166.54,5,832.70,,,,,,,,,,,,,,,,,,,,,,,,, R 832.70 
INV01193,2805070756085,2018-04-25,Y,2018-04-29,,Supplement-172,223.54,1,223.54,Supplement-186,270.28,5,1351.40,,,,,,,,,,,,,,,,,,,,," R 1,574.94 "
INV01564,2805070756085,2019-11-18,Y,2019-11-22,,Supplement-7,286.94,1,286.94,Supplement-201,308.16,5,1540.80,Supplement-130,252.04,3,756.12,,,,,,,,,,,,,,,,," R 2,583.86 "
INV0132,2804220399085,2014-05-11,Y,2014-05-15,,Supplement-46,189.34,1,189.34,,,,,,,,,,,,,,,,,,,,,,,,, R 189.34 
INV0277,2804220399085,2015-03-02,Y,2015-03-10,,Supplement-90,136.90,4,547.60,,,,,,,,,,,,,,,,,,,,,,,,, R 547.60 
INV0569,2804220399085,2015-11-16,Y,2015-11-19,,Supplement-171,375.68,4,1502.72,,,,,,,,,,,,,,,,,,,,,,,,," R 1,502.72 "
INV0280,2804070757085,2015-03-06,Y,2015-03-13,,Supplement-243,128.30,2,256.60,,,,,,,,,,,,,,,,,,,,,,,,, R 256.60 
INV0687,2804070757085,2016-04-25,Y,2016-05-01,,Supplement-20,191.62,4,766.48,Supplement-182,264.58,4,1058.32,,,,,,,,,,,,,,,,,,,,," R 1,824.80 "
INV0873,2804070757085,2017-01-27,Y,2017-02-03,,Supplement-29,219.94,3,659.82,,,,,,,,,,,,,,,,,,,,,,,,, R 659.82 
INV01072,2804070757085,2018-01-13,Y,2018-01-14,,Supplement-231,371.82,3,1115.46,Supplement-182,306.76,1,306.76,,,,,,,,,,,,,,,,,,,,," R 1,422.22 "
INV01404,2804070757085,2018-11-15,Y,2018-11-23,,Supplement-220,326.14,5,1630.70,,,,,,,,,,,,,,,,,,,,,,,,," R 1,630.70 "
INV01461,2804070757085,2019-01-18,Y,2019-01-18,,Supplement-76,353.50,4,1414.00,,,,,,,,,,,,,,,,,,,,,,,,," R 1,414.00 "
INV01525,2804070757085,2019-07-20,Y,2019-07-24,,Supplement-84,201.88,3,605.64,Supplement-36,295.18,1,295.18,,,,,,,,,,,,,,,,,,,,, R 900.82 
INV0115,2802270531083,2014-03-24,Y,2014-04-02,,Supplement-245,224.35,3,673.06,Supplement-25,275.98,5,1379.90,,,,,,,,,,,,,,,,,,,,," R 2,052.96 "
INV0312,2802270531083,2015-04-06,Y,2015-04-15,,Supplement-136,206.44,2,412.88,Supplement-210,147.16,3,441.48,,,,,,,,,,,,,,,,,,,,, R 854.36 
INV0387,2802270531083,2015-06-12,Y,2015-06-12,,Supplement-204,290.62,2,581.24,Supplement-232,302.02,1,302.02,,,,,,,,,,,,,,,,,,,,, R 883.26 
INV01049,2802270531083,2017-12-01,Y,2017-12-09,,Supplement-97,240.46,2,480.92,Supplement-151,254.03,3,762.09,,,,,,,,,,,,,,,,,,,,," R 1,243.01 "
INV01083,2802270531083,2018-01-26,Y,2018-01-29,,Supplement-155,183.02,4,732.08,,,,,,,,,,,,,,,,,,,,,,,,, R 732.08 
INV0293,2802230303081,2015-03-17,Y,2015-03-17,,Supplement-225,186.49,5,932.45,,,,,,,,,,,,,,,,,,,,,,,,, R 932.45 
INV01578,2802230303081,2020-01-12,,,,Supplement-179,340.60,3,1021.80,Supplement-113,133.38,4,533.52,Supplement-8,234.94,1,234.94,,,,,,,,,,,,,,,,," R 1,790.26 "
INV0394,2712250489081,2015-06-20,Y,2015-06-20,,Supplement-105,239.50,4,958.00,Supplement-68,212.14,4,848.56,,,,,,,,,,,,,,,,,,,,," R 1,806.56 "
INV0408,2712250489081,2015-07-03,Y,2015-07-11,,Supplement-13,106.20,3,318.60,Supplement-4,184.86,5,924.30,,,,,,,,,,,,,,,,,,,,," R 1,242.90 "
INV0545,2712250489081,2015-10-19,Y,2015-10-21,,Supplement-11,160.15,3,480.45,,,,,,,,,,,,,,,,,,,,,,,,, R 480.45 
INV01082,2711130236088,2018-01-23,Y,2018-01-30,,Supplement-42,414.18,1,414.18,Supplement-133,279.40,1,279.40,,,,,,,,,,,,,,,,,,,,, R 693.58 
INV01380,2711130236088,2018-11-01,Y,2018-11-01,,Supplement-14,323.83,1,323.83,Supplement-138,325.52,3,976.56,,,,,,,,,,,,,,,,,,,,," R 1,300.39 "
INV0579,2709210905082,2015-11-22,Y,2015-12-01,,Supplement-238,226.34,2,452.68,,,,,,,,,,,,,,,,,,,,,,,,, R 452.68 
INV0893,2709210905082,2017-03-06,Y,2017-03-07,,Supplement-244,298.78,5,1493.90,,,,,,,,,,,,,,,,,,,,,,,,," R 1,493.90 "
INV01260,2709210905082,2018-07-07,Y,2018-07-14,,Supplement-222,333.76,3,1001.28,,,,,,,,,,,,,,,,,,,,,,,,," R 1,001.28 "
INV0380,2709110853083,2015-06-06,Y,2015-06-14,,Supplement-3,238.84,3,716.53,Supplement-39,234.94,4,939.76,,,,,,,,,,,,,,,,,,,,," R 1,656.29 "
INV0527,2709110853083,2015-10-07,Y,2015-10-17,,Supplement-79,197.32,3,591.96,,,,,,,,,,,,,,,,,,,,,,,,, R 591.96 
INV01508,2709110853083,2019-06-12,Y,2019-06-13,,Supplement-98,257.74,1,257.74,Supplement-232,361.30,1,361.30,,,,,,,,,,,,,,,,,,,,, R 619.04 
INV0381,2707140905083,2015-06-09,Y,2015-06-19,,Supplement-191,266.94,2,533.88,,,,,,,,,,,,,,,,,,,,,,,,, R 533.88 
INV0468,2707140905083,2015-08-26,Y,2015-08-30,,Supplement-157,234.06,4,936.24,Supplement-157,234.06,5,1170.30,,,,,,,,,,,,,,,,,,,,," R 2,106.54 "
INV0485,2707140905083,2015-09-08,Y,2015-09-16,,Supplement-126,196.96,3,590.89,Supplement-234,261.68,4,1046.72,,,,,,,,,,,,,,,,,,,,," R 1,637.61 "
INV0622,2707140905083,2016-01-03,Y,2016-01-08,,Supplement-17,237.42,2,474.83,Supplement-61,237.22,1,237.22,,,,,,,,,,,,,,,,,,,,, R 712.05 
INV0664,2707140905083,2016-03-16,Y,2016-03-21,,Supplement-201,244.32,2,488.64,,,,,,,,,,,,,,,,,,,,,,,,, R 488.64 
INV0997,2707140905083,2017-09-05,Y,2017-09-09,,Supplement-10,234.26,4,937.04,Supplement-109,211.26,5,1056.30,,,,,,,,,,,,,,,,,,,,," R 1,993.34 "
INV01527,2707140905083,2019-07-26,Y,2019-07-31,,Supplement-28,329.82,1,329.82,,,,,,,,,,,,,,,,,,,,,,,,, R 329.82 
INV0932,2707050803087,2017-05-17,Y,2017-05-17,,Supplement-203,401.64,5,2008.20,,,,,,,,,,,,,,,,,,,,,,,,," R 2,008.20 "
INV0020,2706070629087,2013-02-05,Y,2013-02-10,,Supplement-31,101.13,2,202.25,,,,,,,,,,,,,,,,,,,,,,,,, R 202.25 
INV0021,2706070629087,2013-02-10,Y,2013-02-16,,Supplement-156,95.68,1,95.68,Supplement-128,149.26,2,298.52,Supplement-18,94.72,1,94.72,,,,,,,,,,,,,,,,, R 488.92 
INV0085,2706070629087,2014-01-20,Y,2014-01-25,,Supplement-106,242.74,1,242.74,Supplement-62,326.85,1,326.85,,,,,,,,,,,,,,,,,,,,, R 569.59 
INV0167,2706070629087,2014-07-17,Y,2014-07-18,,Supplement-159,184.78,1,184.78,Supplement-194,211.08,5,1055.40,,,,,,,,,,,,,,,,,,,,," R 1,240.18 "
INV0523,2706070629087,2015-10-02,Y,2015-10-05,,Supplement-8,166.54,1,166.54,,,,,,,,,,,,,,,,,,,,,,,,, R 166.54 
INV0560,2706070629087,2015-11-06,Y,2015-11-06,,Supplement-50,269.63,5,1348.17,Supplement-235,225.43,3,676.30,,,,,,,,,,,,,,,,,,,,," R 2,024.48 "
INV0855,2706070629087,2016-12-28,Y,2017-01-03,,Supplement-13,130.14,4,520.56,,,,,,,,,,,,,,,,,,,,,,,,, R 520.56 
INV0872,2706070629087,2017-01-26,Y,2017-01-30,,Supplement-131,274.66,1,274.66,Supplement-140,214.70,3,644.09,,,,,,,,,,,,,,,,,,,,, R 918.75 
INV0319,2704170868088,2015-04-09,Y,2015-04-10,,Supplement-125,158.56,5,792.80,Supplement-129,211.26,2,422.52,,,,,,,,,,,,,,,,,,,,," R 1,215.32 "
INV0344,2704170868088,2015-05-07,Y,2015-05-12,,Supplement-242,245.72,4,982.88,Supplement-27,195.30,5,976.50,,,,,,,,,,,,,,,,,,,,," R 1,959.38 "
INV0668,2704170868088,2016-03-18,Y,2016-03-27,,Supplement-14,269.11,5,1345.54,Supplement-21,305.88,4,1223.52,,,,,,,,,,,,,,,,,,,,," R 2,569.06 "
INV0788,2704170868088,2016-09-07,Y,2016-09-11,,Supplement-20,191.62,3,574.86,,,,,,,,,,,,,,,,,,,,,,,,, R 574.86 
INV01008,2704170868088,2017-09-27,Y,2017-10-04,,Supplement-191,305.70,4,1222.80,Supplement-156,183.46,1,183.46,,,,,,,,,,,,,,,,,,,,," R 1,406.26 "
INV01249,2704170868088,2018-06-25,Y,2018-07-02,,Supplement-151,269.99,3,809.97,,,,,,,,,,,,,,,,,,,,,,,,, R 809.97 
INV0465,2703080994088,2015-08-21,Y,2015-08-25,,Supplement-185,185.30,4,741.20,Supplement-2,192.76,3,578.28,,,,,,,,,,,,,,,,,,,,," R 1,319.48 "
INV0832,2703080994088,2016-11-25,Y,2016-12-02,,Supplement-89,327.28,2,654.56,Supplement-159,244.06,2,488.12,,,,,,,,,,,,,,,,,,,,," R 1,142.68 "
INV0739,2702250305088,2016-07-14,Y,2016-07-21,,Supplement-20,191.62,3,574.86,,,,,,,,,,,,,,,,,,,,,,,,, R 574.86 
INV0235,2612230397082,2015-01-23,Y,2015-02-02,,Supplement-227,287.90,3,863.70,Supplement-157,234.06,5,1170.30,,,,,,,,,,,,,,,,,,,,," R 2,034.00 "
INV0670,2612230397082,2016-03-19,Y,2016-03-19,,Supplement-66,133.48,5,667.40,,,,,,,,,,,,,,,,,,,,,,,,, R 667.40 
INV01198,2612230397082,2018-05-05,Y,2018-05-12,,Supplement-181,239.32,4,957.28,Supplement-52,217.36,5,1086.81,,,,,,,,,,,,,,,,,,,,," R 2,044.09 "
INV0397,2611180135088,2015-06-23,Y,2015-06-29,,Supplement-200,231.78,1,231.78,Supplement-161,209.86,3,629.58,,,,,,,,,,,,,,,,,,,,, R 861.36 
INV01071,2611180135088,2018-01-12,Y,2018-01-13,,Supplement-32,238.36,4,953.44,,,,,,,,,,,,,,,,,,,,,,,,, R 953.44 
INV01250,2608180553088,2018-06-26,Y,2018-06-26,,Supplement-45,168.82,5,844.10,,,,,,,,,,,,,,,,,,,,,,,,, R 844.10 
INV01431,2608180553088,2018-12-07,Y,2018-12-14,,Supplement-169,268.96,2,537.92,Supplement-200,291.06,4,1164.24,,,,,,,,,,,,,,,,,,,,," R 1,702.16 "
INV0883,2605150205088,2017-02-12,Y,2017-02-19,,Supplement-98,214.42,5,1072.10,Supplement-186,242.92,4,971.68,,,,,,,,,,,,,,,,,,,,," R 2,043.78 "
INV01253,2605150205088,2018-07-01,Y,2018-07-06,,Supplement-183,314.82,1,314.82,,,,,,,,,,,,,,,,,,,,,,,,, R 314.82 
INV01324,2605150205088,2018-09-08,Y,2018-09-13,,Supplement-141,253.18,3,759.54,Supplement-42,414.18,1,414.18,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 1,932.96 "
INV01560,2605150205088,2019-10-28,Y,2019-11-01,,Supplement-49,294.48,3,883.44,,,,,,,,,,,,,,,,,,,,,,,,, R 883.44 
INV01021,2605130248088,2017-10-16,Y,2017-10-24,,Supplement-178,238.82,4,955.26,,,,,,,,,,,,,,,,,,,,,,,,, R 955.26 
INV0554,2511130529083,2015-11-02,Y,2015-11-08,,Supplement-241,175.30,4,701.20,,,,,,,,,,,,,,,,,,,,,,,,, R 701.20 
INV0774,2511130529083,2016-08-21,Y,2016-08-29,,Supplement-121,266.24,5,1331.20,Supplement-2,213.28,5,1066.40,,,,,,,,,,,,,,,,,,,,," R 2,397.60 "
INV01248,2511130529083,2018-06-25,Y,2018-07-03,,Supplement-166,223.54,5,1117.70,Supplement-243,173.90,2,347.80,Supplement-236,126.54,2,253.08,,,,,,,,,,,,,,,,," R 1,718.58 "
INV01484,2511130529083,2019-04-02,Y,2019-04-12,,Supplement-192,304.48,5,1522.40,,,,,,,,,,,,,,,,,,,,,,,,," R 1,522.40 "
INV0787,2411070180081,2016-09-06,Y,2016-09-07,,Supplement-3,243.40,5,1217.02,Supplement-127,172.24,4,688.96,,,,,,,,,,,,,,,,,,,,," R 1,905.98 "
INV0879,2411070180081,2017-02-07,Y,2017-02-08,,Supplement-24,234.77,1,234.77,Supplement-92,285.10,2,570.20,,,,,,,,,,,,,,,,,,,,, R 804.97 
INV0909,2411070180081,2017-04-04,Y,2017-04-08,,Supplement-93,263.48,5,1317.38,Supplement-219,255.72,1,255.72,,,,,,,,,,,,,,,,,,,,," R 1,573.10 "
INV01208,2411070180081,2018-05-14,Y,2018-05-18,,Supplement-186,270.28,2,540.56,,,,,,,,,,,,,,,,,,,,,,,,, R 540.56 
INV01357,2411070180081,2018-10-11,Y,2018-10-17,,Supplement-69,218.98,2,437.96,Supplement-112,2745.16,1,2745.16,,,,,,,,,,,,,,,,,,,,," R 3,183.12 "
INV0620,2309220589087,2016-01-02,Y,2016-01-06,,Supplement-176,201.88,3,605.64,,,,,,,,,,,,,,,,,,,,,,,,, R 605.64 
INV01039,2309220589087,2017-11-13,Y,2017-11-20,,Supplement-80,285.10,3,855.30,,,,,,,,,,,,,,,,,,,,,,,,, R 855.30 
INV01336,2309220589087,2018-09-16,Y,2018-09-24,,Supplement-90,212.14,2,424.28,,,,,,,,,,,,,,,,,,,,,,,,, R 424.28 
INV0249,2303030988083,2015-02-06,Y,2015-02-10,,Supplement-55,115.88,3,347.64,,,,,,,,,,,,,,,,,,,,,,,,, R 347.64 
INV0254,2303030988083,2015-02-08,Y,2015-02-09,,Supplement-112,2689.30,4,10757.20,,,,,,,,,,,,,,,,,,,,,,,,," R 10,757.20 "
INV0407,2303030988083,2015-07-02,Y,2015-07-12,,Supplement-2,192.76,4,771.04,Supplement-162,229.76,1,229.76,,,,,,,,,,,,,,,,,,,,," R 1,000.80 "
INV0536,2303030988083,2015-10-12,Y,2015-10-17,,Supplement-88,275.91,4,1103.66,,,,,,,,,,,,,,,,,,,,,,,,," R 1,103.66 "
INV0234,2210130900088,2015-01-23,Y,2015-02-01,,Supplement-140,152.00,4,607.99,Supplement-31,141.03,2,282.05,,,,,,,,,,,,,,,,,,,,, R 890.05 
INV0292,2210130900088,2015-03-17,Y,2015-03-24,,Supplement-192,234.94,5,1174.70,Supplement-221,207.58,4,830.32,,,,,,,,,,,,,,,,,,,,," R 2,005.02 "
INV0517,2210130900088,2015-09-28,Y,2015-10-07,,Supplement-10,186.38,4,745.52,,,,,,,,,,,,,,,,,,,,,,,,, R 745.52 
INV0930,2210130900088,2017-05-15,Y,2017-05-23,,Supplement-87,154.26,2,308.52,,,,,,,,,,,,,,,,,,,,,,,,, R 308.52 
INV01278,2210130900088,2018-07-24,Y,2018-07-27,,Supplement-173,332.98,3,998.94,,,,,,,,,,,,,,,,,,,,,,,,, R 998.94 
INV0169,2207010632083,2014-08-11,Y,2014-08-12,,Supplement-32,141.46,2,282.92,,,,,,,,,,,,,,,,,,,,,,,,, R 282.92 
INV0007,2205140565082,2012-08-05,Y,2012-08-15,,Supplement-187,90.00,2,180.00,Supplement-224,170.00,4,680.00,Supplement-241,100.00,2,200.00,Supplement-125,80.00,2,160.00,,,,,,,,,,,,," R 1,220.00 "
INV01265,2205140565082,2018-07-12,Y,2018-07-17,,Supplement-233,280.03,3,840.09,,,,,,,,,,,,,,,,,,,,,,,,, R 840.09 
INV0109,2202040449087,2014-03-16,Y,2014-03-18,,Supplement-83,218.36,5,1091.80,Supplement-88,248.55,5,1242.77,,,,,,,,,,,,,,,,,,,,," R 2,334.57 "
INV0243,2202040449087,2015-02-02,Y,2015-02-04,,Supplement-227,287.90,2,575.80,,,,,,,,,,,,,,,,,,,,,,,,, R 575.80 
INV0346,2202040449087,2015-05-07,Y,2015-05-17,,Supplement-66,101.56,2,203.12,,,,,,,,,,,,,,,,,,,,,,,,, R 203.12 
INV0480,2202040449087,2015-09-05,Y,2015-09-10,,Supplement-179,258.52,2,517.04,Supplement-230,239.50,4,958.00,,,,,,,,,,,,,,,,,,,,," R 1,475.04 "
INV0844,2202040449087,2016-12-17,Y,2016-12-20,,Supplement-224,286.94,2,573.88,Supplement-169,237.04,3,711.12,,,,,,,,,,,,,,,,,,,,," R 1,285.00 "
INV0650,2201120350085,2016-02-18,Y,2016-02-19,,Supplement-4,188.28,2,376.56,,,,,,,,,,,,,,,,,,,,,,,,, R 376.56 
INV01311,2201120350085,2018-08-27,Y,2018-09-04,,Supplement-25,329.56,3,988.68,Supplement-216,371.74,4,1486.96,Supplement-236,126.54,2,253.08,,,,,,,,,,,,,,,,," R 2,728.72 "
INV01399,2201120350085,2018-11-12,Y,2018-11-22,,Supplement-164,317.02,5,1585.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,585.10 "
INV0192,2111130577081,2014-11-05,Y,2014-11-13,,Supplement-6,228.62,5,1143.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,143.10 "
INV0967,2111130577081,2017-07-08,Y,2017-07-08,,Supplement-161,240.64,5,1203.20,,,,,,,,,,,,,,,,,,,,,,,,," R 1,203.20 "
INV01518,2111130577081,2019-07-05,Y,2019-07-09,,Supplement-61,281.68,5,1408.40,Supplement-54,297.16,1,297.16,,,,,,,,,,,,,,,,,,,,," R 1,705.56 "
INV01142,2109180750085,2018-03-15,Y,2018-03-16,,Supplement-135,208.98,1,208.98,Supplement-129,279.66,2,559.32,,,,,,,,,,,,,,,,,,,,, R 768.30 
INV01339,2109180750085,2018-09-23,Y,2018-09-28,,Supplement-171,428.12,3,1284.36,,,,,,,,,,,,,,,,,,,,,,,,," R 1,284.36 "
INV01495,2109180750085,2019-05-05,Y,2019-05-11,,Supplement-19,161.98,2,323.96,Supplement-213,279.92,4,1119.68,,,,,,,,,,,,,,,,,,,,," R 1,443.64 "
INV0757,2109050549084,2016-07-28,Y,2016-08-06,,Supplement-24,203.99,2,407.99,Supplement-159,244.06,5,1220.30,,,,,,,,,,,,,,,,,,,,," R 1,628.29 "
INV0823,2109050549084,2016-11-12,Y,2016-11-13,,Supplement-88,303.27,4,1213.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,213.10 "
INV01005,2109050549084,2017-09-21,Y,2017-10-01,,Supplement-170,232.04,5,1160.20,Supplement-153,256.60,2,513.20,,,,,,,,,,,,,,,,,,,,," R 1,673.40 "
INV0417,2104030218083,2015-07-10,Y,2015-07-17,,Supplement-4,184.86,2,369.72,Supplement-155,120.32,3,360.96,,,,,,,,,,,,,,,,,,,,, R 730.68 
INV01043,2102130913085,2017-11-16,Y,2017-11-26,,Supplement-204,349.90,1,349.90,,,,,,,,,,,,,,,,,,,,,,,,, R 349.90 
INV0506,2012200849081,2015-09-19,Y,2015-09-22,,Supplement-45,101.56,4,406.24,Supplement-96,174.34,4,697.36,,,,,,,,,,,,,,,,,,,,," R 1,103.60 "
INV0702,2012200849081,2016-05-15,Y,2016-05-25,,Supplement-229,157.65,3,472.94,Supplement-14,269.11,2,538.22,,,,,,,,,,,,,,,,,,,,," R 1,011.16 "
INV01046,2012200849081,2017-11-19,Y,2017-11-25,,Supplement-58,253.70,4,1014.82,Supplement-13,142.68,1,142.68,,,,,,,,,,,,,,,,,,,,," R 1,157.50 "
INV0268,2012190284086,2015-02-21,Y,2015-02-21,,Supplement-15,307.98,3,923.94,,,,,,,,,,,,,,,,,,,,,,,,, R 923.94 
INV0735,2012190284086,2016-07-07,Y,2016-07-09,,Supplement-232,311.14,1,311.14,Supplement-48,250.98,3,752.94,,,,,,,,,,,,,,,,,,,,," R 1,064.08 "
INV01044,2012190284086,2017-11-17,Y,2017-11-18,,Supplement-146,255.46,3,766.38,,,,,,,,,,,,,,,,,,,,,,,,, R 766.38 
INV01352,2012190284086,2018-10-06,Y,2018-10-09,,Supplement-236,233.70,5,1168.50,,,,,,,,,,,,,,,,,,,,,,,,," R 1,168.50 "
INV0401,2011240231088,2015-06-26,Y,2015-07-04,,Supplement-225,186.49,2,372.98,Supplement-92,230.38,5,1151.90,,,,,,,,,,,,,,,,,,,,," R 1,524.88 "
INV0628,2011240231088,2016-01-09,Y,2016-01-09,,Supplement-38,221.78,3,665.34,,,,,,,,,,,,,,,,,,,,,,,,, R 665.34 
INV0723,2011240231088,2016-06-14,Y,2016-06-23,,Supplement-17,237.42,2,474.83,Supplement-172,171.10,2,342.20,,,,,,,,,,,,,,,,,,,,, R 817.03 
INV01182,2011240231088,2018-04-21,Y,2018-04-29,,Supplement-197,303.86,2,607.72,,,,,,,,,,,,,,,,,,,,,,,,, R 607.72 
INV01241,2011240231088,2018-06-17,Y,2018-06-19,,Supplement-190,292.46,1,292.46,,,,,,,,,,,,,,,,,,,,,,,,, R 292.46 
INV01334,2011240231088,2018-09-13,Y,2018-09-23,,Supplement-27,262.56,1,262.56,,,,,,,,,,,,,,,,,,,,,,,,, R 262.56 
INV01513,2011240231088,2019-06-24,Y,2019-06-29,,Supplement-134,261.16,5,1305.80,Supplement-40,184.18,4,736.70,,,,,,,,,,,,,,,,,,,,," R 2,042.50 "
INV0178,2009210740082,2014-09-06,Y,2014-09-13,,Supplement-224,241.34,5,1206.70,,,,,,,,,,,,,,,,,,,,,,,,," R 1,206.70 "
INV0370,2009210740082,2015-05-27,Y,2015-05-27,,Supplement-120,201.52,2,403.03,Supplement-117,224.37,4,897.48,,,,,,,,,,,,,,,,,,,,," R 1,300.51 "
INV01262,2009210740082,2018-07-09,Y,2018-07-10,,Supplement-141,253.18,3,759.54,Supplement-154,348.58,1,348.58,,,,,,,,,,,,,,,,,,,,," R 1,108.12 "
INV01293,2009210740082,2018-08-14,Y,2018-08-21,,Supplement-7,284.66,2,569.32,Supplement-227,334.64,4,1338.56,,,,,,,,,,,,,,,,,,,,," R 1,907.88 "
